Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
Polly Paulusma,@pollypaulusma,May 9,"Sometimes music brings you amazing friendships. I’m so lucky to have this woman 
@kathwilliamsuk
 in my life. She defibrillated my belief in myself as a songwriter and I will never be able to thank her enough. 

#friends #music #friendship #womensupportingwomen #womeninmusic",3,2,19
"Salma Hussein, LICSW",@inspiretheyouth,May 7,Nothing beats brunch with amazing friends who lift your soul. Grateful for the bond that brings us together! #squadgoals #friendship #goodvibes,,,20
Karen Thomson,@Karen_Thomson_1,May 10," Such pride in #Sunderland  What an amazing celebration  of #culture, #diversity and #inclusion. The iconic City Hall with 
@YAV_Sunderland
. #support #friendship #opportunity #empowerment. The future is  bright with kindness & vision ",,4,22
Akwi Asombang MD MPH,@AkwiAsombangMD,May 6,"From 
@WorldGastroOrg
 Training Center Lagos, Nigeria  to 
@DDWMeeting
 USA  with 
@GOyeleke
  (WGO Lagos Director)

#friendship
#collaboration 
#HereForKnowledge #globalhealth",,1,26
Frank Canna,@MirrorFinish,May 5,"Twitter is like cruisin' in your Ferrari. You go for a drive and meet some really cool people along the way! 

#imagine #peace #love #hope #joy #follow #friendship #gratitude",1,6,6
MrsDonaldsonREMAT,@GDonaldsonREMAT,May 6,"Don’t miss out on the opportunity to apply for one of these posts. Our trust is focused on growing strong professionals in a supportive environment. Work-life balance and staff well-being is a high priority to 
@RainbowEduMAT
  #friendship #trust #wisdom #excellence #endurance",,9,15
sharon,@sharonL33940258,May 8,"My Right to Choose Sharon Lopez 
@sharonL33940258
 & Michele Therrien https://books2read.com/u/4ApNLk #WolfPackAuthors #teens #YoungAdult #Christian #friendship #relationship #iartg #ian1 #ASMSG #WritingCommunity #readerscommunity #readers  #readingcommunity #indieauthor #books #amwriting",,38,26
Dow Phumiruk เทียมดาว ภูมิรักษ์,@DowPhumiruk,May 9,"We'll Make Things Better Together is out in the world today, written by Latin Grammy Award winner Ben Gundersheimer!!#newbook #book #picturebook #releaseday #bookbirthday #kidlit #workingtogether #rhymingpicturebook #friendship #diversity",7,18,40
Vicky Whedbee,@vicky_whedbee,May 7,"""It's an emotional journey that Chad, Cole, & Maggie embark on like no other. Their devotion to each other is a testament to what makes for loyalty and steadfastness."" http://relinks.me/B01M0JJNLP
#suspense #WritingCommunity #lovestory #readersoftwitter #readingcommunity #friendship",1,25,15
Rosemary Hardy,@Rosyhardy62,May 6,"My darling friend 
@CBI62
 came around today with a very tasty birthday cake  for me a day early because as usual I will be working tomorrow #friendship #celebration",7,3,26
skitguys,@skitguys,May 9,"When the Holy Spirit calls you out...
#skitguys #comedy #laughmore #BFFs #Christian",,3,9
Forts and Fairies,@LisaTrollip,May 9,"#HappyPlace is the new #romance novel from #EmilyHenry, a delightful story about #love and #friendship. For me Happy Place took me to my happy place, the opportunity to escape the real troubles of the world, if only for a few hours, which is to me the true power of reading.",,2,8
Amrita Narlikar,@AmritaNarlikar,May 6,"What a big heart this woman has 
#Friendship transcends species, so shd rights. #DesiDogsAreTheBest #NotAwaraYehHumara",,10,22
Netherlands Embassy in the US,@NLintheUSA,May 8,"Who's joining us Wednesday at the #NetherlandsCarillonin Arlington, Va., as we celebrate our #freedom and #friendship with the second annual #FreedomConcert? Learn more and RSVP  https://netherlandsandyou.nl/your-country-and-the-netherlands/united-states/freedom-concert…",,8,12
Mairi-Jean Watkins,@MairiWatkins,May 8,"Nothing beats an impromptu play date with one of your 
@IsobelMair
 besties! The girls were delighted to bump into each other at soft play and stuck together like glue! 
#BestFriends #Friendship",1,,18
Graham Clifford,@GrahamJClifford,May 9,"Join your nearest 
@SanctuaryRunner
 group today. Be the change you want to see in the world

We #RunAsOne in #Solidarity #Friendship & #Respect 

See the person-not the label

To find your nearest group visit http://Sanctuaryrunners.ie  
@UnaMaySport
 @sportireland
 @ThomasByrneTD",,8,18
Adnan,@AHQ300,May 6,"The Ministry of Foreign Affairs of Pakistan 
@ForeignOfficePk
 has held a Joint Press Stakeout of the 4th Pakistan-China Foreign Ministers's Strategic Dialogue in Islamabad on 6May23.
@AmbQinGang
 @BBhuttoZardari
 @MFA_China
 @zhang_heqing
 @PakinChina_
#China #Pakistan #friendship",2,15,25
Devonshire Freemasons,@DevonMasons,May 7,"Congratulations to King Charles III Read more  https://buff.ly/3nvcW5X 

#freemasonry #freemasons #Integrity #Friendship #Respect #charity #giving #donation #support #grant #local #devonshire #oneorganisation #RoyalArch #craft @unitedgrandlodgeofengland #Coronation #KingCharles",,8,25
Dr Angela Flynn -Refugees Welcome,@angevf,May 5,"Brilliant evening of training. 
Thanks so much Aoife 
We’re getting stronger with every week of training. 
Looking forward to next week already! 
#Solidarity #Friendship #Respect 
@SanctuaryRunner",,2,13
celtic princess,@TBGTNT,May 6,"You’re very welcome.
Sakura.



#Arigato #beautiful #daisy 
#FlowerFriday #friendship 
#HappyWeekend 

 #photo 
@TBGTNT",2,15,19
KC Sprayberry,@kcsowriter,May 7," Leila and Dylan work hard to keep Brylee's spirits high. #Friendship It doesn't help that Brylee's parents are stealing money from her. #SeekingAnswers 
@Solsticepublish
 https://amazon.com/dp/B0B5NKH765/",,11,13
Ruddington Village,@RUDDINGTON_info,May 7,"If you’re not holding an event in your own street today, you’re invited along to this #Coronation celebration in #Ruddington village centre. 

MORE: http://RUDDINGTON.info/events/the-kin/the-kings-coronation-community-picnic/…
@StPetersRudd
 @RuddingtonPC
 #service #picnic #TheBigLunch #food #friendship 
@ruddvcp
 @RuddingtonMums",,3,5
Irish Consulate Miami,@IrelandCGMiami,May 6,"CG Sarah Kavanagh & Vice Consul Dara Mac Gabhann were delighted to welcome busy & hardworking 
@MiamiDadeCounty
 District 5 Commissioner, Eileen Higgins, to the new Consulate this week. Thank you for visiting 
@CommishEileen
! 

#IrishDiaspora #Heritage #Family #Friendship",,4,17
"Mark Norman, Vice Admiral (Ret’d)",@Comd_RCN_34,May 7,Great to be in such a hallowed place to recognize #leadership #friendship & #stewardship,1,,17
Katie Ocasek,@KatieOcasek,May 9,"Where do your characters find #love? For Morgan and Kannon, it's at an out-of-date diner serving amazing food. If you like a #Lovestory served with a side of steamy #Romance that takes you on a journey from #friendship to #truelove, check out Finding Home.",3,81,102
All about Germany | deutschland.de,@en_germany,May 9," It's #EuropeDay!

  And these two are representative of the #EU's engine: French President 
@EmmanuelMacron
 and German Chancellor 
@Bundeskanzler
. 

Since the signing of the historic #ElyséeTreaty 60 years ago, the two countries have been linked by a close #friendship. ",,3,20
