Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
Jan Romes,@JanRomes,May 13," #99cents Jake Garrison is an all-around nice guy who's down-to-earth & a quiet people-pleaser until someone pushes his buttons. Tori Caye not only pushes his buttons, she drives him crazy in a way he wishes she wouldn't. #romance #KU https://tinyurl.com/ya6nxwmv",,43,18
Kari Joys MS,@KariJoys,May 13,"Leave a legacy of #Kindness! #JoyTrain #Joy #Love #Peace  RT 
@SavvyBabii",2,5,11
"Richard M. Wardrop III, MD, PhD, FAAP, FACP, FHM",@Mud_Fud,May 13,"#Peace. #Love. #Hope. A galaxy of stars at the #STJ Clinic 
@CCF_IMCHIEFS
 #IMRP Frame B! 
@IamWWallace
 @AndreiBrateanu
 @DrewfordMD
 @BMcElderryMD
 @ianpersits
 @SarahKhan9894
 @G_Goldar
 #DrCarolineOlt (others not on #Twitter! )
@CleClinicGME
 @JollyMD_GIM
 @BryceMontane
 @EdenBern",,3,33
AUTHOR RAELLE LOGAN - HISTORICAL & PIRATE ROMANCE,@RaelleLogan1,May 13,"S H A T T E R E D 

Warrior Markay is a princely figure clad in icy darkness, a profound and seductive mystery that Rossin Morgan lustfully itches to unravel. #book #books #romance #bookrecommendations #HistoricalFiction #booktwitter #booksworthreading
http://amazon.com/author/raellelogan…",,6,9
Kathleen Harryman,@KathleenHarrym1,May 13,"“No, no, no!” I shouted and shouted. “You’re not having him, you hear me! You’re not having him. I’m taking him home.”

The importance will never mean so much.

http://getbook.at/thepromise

#KU #Kindle #Audible #Paperback
#HistoricalFiction #Romance #WWII #histfic #historicalromance",1,100,50
"Cathie Dunn: Books, History & Coffee Pot Book Club",@cathiedunn,May 12," ""Compelling... Evocative... Atmospheric...""

Ooh, Love Lost in Time is racing to the top of #TimeTravelRomance charts in UK, Canada & Australia. Thank you, lovely readers! 

*Only 99p / 99c for a few days!*

http://mybook.to/LoveLostTime
#DualTimeline #mystery #romance",,8,4
Carol Reading Ladies,@ReadingLadiesBC,May 13,"Music and mermaids in this multigenerational sweet romance...
Mermaid Beach [Book Review] #romance #series #blogger #bookblogger #bookworm #bookreview #booktwitter #MermaidBeach 
@HarlequinBooks
 #Netgalley",,22,24
TheLesbianReview.com,@LesbianReviews,May 13,"Which #romance trope will win, May/December or Fauxmance? Discover what the author themselves think and if indeed one of these tropes can be crowned the top romance trope!

Book your tickets https://ticketstripe.com/events/1034361

#sapphic #lesbian #lesbianbooks #lesbianfiction #events #reading",,2,6
SOS Travel,@Sostraveluk,May 13,"Love  @ first sight

We first visited #Marrakech 11 years ago next month, it was our first #trip to #Morocco  & we really fell in #love  with the #redcity. Since then we have returned many many many times & this #city feels like our #home. It most definitely is our #happy…",1,3,17
Miss D.,@bonobochick,May 13,"I'm glad that Cassie got a full-fledged #romance that played out over most of S3 of #BigSky. In S1, she had the triangle with Cody & Jenny. At the end of it, we saw that Cody's ghost went to Cassie as the last person before fading away, so that implied she was the LOHL.",1,,4
Angie King,@JangHoonLuv,May 13,"Toots: ""Happy #Friday !

I'm just gonna play with my wicker ball a bit!

What are YOU gonna do?""

#tuxie #Toots #CatsofTwitter #FridayFun #love #BeKindToAll #pets #animals",,,5
Uvi Poznansky Author,@UviPoznansky,May 12,"Uvi  She was separated from the rest of us by the innocence in her eyes
An amazing WWII #LoveStory. Listen to this #audiobook now!
http://uviart.blogspot.com/2018/02/she-was-separated-from-rest-of-us-by.html?spref=tw… …",1,9,2
Zenithnovel,@ZenithNovel,May 13,"#WritingCommunity! Let's have a little #ShamelessSelfPromo on this #thirstythursday to show off your works.
Post your latest book, links, blogs, etc... Please share for max exposure.
#writerslift #amwriting #fantasy #scifi #horror #thriller #Romance",3,3,5
Uvi Poznansky Author,@UviPoznansky,May 12,"Uvi  Love story during World War II
Review #Romance #WWII
http://uviart.blogspot.com/2016/10/love-story-during-world-war-ii.html?spref=tw… …",,4,2
Ram Dass,@BabaRamDass,May 13,"Is desire useful on the spiritual path?
The desire to become enlightened is still you desiring something. What happens is you start to touch places way beyond … https://ramdass.org/is-desire-useful-spiritual-path/…
#ramdass #podcast #spiritual #meditation #love #mindfulness",,3,6
Kari Joys MS,@KariJoys,May 13,"Did you know that a #Hug... #JoyTrain #Joy #Love #Peace #Kindness #MentalHealth RT 
@1madwoman1962",1,4,12
Reece's Rainbow,@ReecesRainbow,May 13,"Oh the cheeks! Jesslyn has already experienced tremendous loss in her young life. She needs a #family to see her worth and give her the security, support, and #love she needs to thrive. Could you be that family?

http://reecesrainbow.org/childgrant/jesslyn… 

#adoption #hydrocephalus #babygirl #hope",,4,4
